613	864	43
613	739	4
613	713	5
613	914	6
613	852	2
613	714	1
613	972	4
613	934	3
613	626	2
613	662	1
613	904	26
613	567	5
613	778	3
613	652	1
613	1004	5
613	363	1
613	980	1
613	443	14
613	862	9
613	994	1
613	289	15
613	857	1
613	950	6
613	194	1
613	1005	2
613	691	6
613	238	6
613	977	3
613	1011	3
613	986	1
613	722	1
613	788	2
613	623	2
613	813	2
613	965	2
613	619	626
613	540	19
613	861	1
613	716	17
613	741	64
613	859	3
613	855	7
613	915	3
613	900	11
613	392	1
613	726	1
613	936	3
613	1006	19
613	953	1
613	931	5
613	484	11
613	882	1
613	975	2
613	777	4
613	435	50
613	850	2
613	654	16
613	832	2
613	370	4
613	586	1
613	962	11
613	695	7
613	898	1
613	990	1
613	627	69
613	781	5
613	414	40
613	992	131
613	590	4
613	929	1
613	886	15
613	868	1
613	877	1
613	264	2
613	985	2
613	451	1
617	824	2
617	750	4
617	657	2
617	1002	2
624	795	2
624	877	1
624	873	1
626	451	2
638	750	1146
645	841	1
645	456	1
645	750	1
647	750	1
650	841	1
650	1004	1
650	684	1
650	877	1
650	873	1
650	289	1
657	282	1
657	750	379
657	697	2
657	192	77
661	972	1
661	1004	1
661	750	3
661	443	1
662	443	1
662	289	1
667	750	515
667	582	30
690	697	1
697	657	2
697	750	4
697	690	1
70	750	66
70	657	19
70	716	65
707	802	72
707	750	63
716	750	2455
716	657	500
722	750	1
726	863	1
726	888	355
726	750	1
731	877	1
738	516	2
740	772	1
740	898	2
740	955	1
740	613	1
750	319	18
750	716	2
750	520	30
750	802	165
750	377	441
750	657	2019
750	684	2
750	873	1
750	277	3
750	241	13
750	374	779
750	582	120
750	697	5
750	285	2
750	443	1
750	267	145
756	1004	1
756	841	1
764	750	1
764	464	22
766	750	1
768	750	1
772	780	1
772	684	1
772	443	1
772	289	1
772	841	1
772	992	1
777	289	1
780	750	374
780	917	56
781	750	272
782	788	1
782	955	1
782	1004	1
782	443	2
782	289	1
793	684	1
795	241	6402
795	296	6402
802	750	3
807	1004	2
822	986	1
822	499	15
822	602	1
822	913	1
822	507	3
831	561	2
831	841	2
833	524	1385
840	516	9
840	301	2
840	364	1
841	413	1
844	684	1
846	1011	1
846	613	1
846	992	1
846	289	2
855	684	3
855	970	1
858	593	31
858	750	31
866	944	112
869	972	1
869	1004	2
869	732	2
869	750	13
869	391	1
869	443	1
869	289	1
872	684	1
873	693	1
873	940	1
873	658	1
873	656	1
873	443	43
873	289	116
873	286	1
873	359	602
873	540	2
873	750	30
873	647	1
873	478	1
873	756	1
873	992	1
873	952	1
873	570	1
877	843	1
877	624	1
879	684	1
888	194	308
888	657	204
888	726	340
888	750	635
895	391	3
895	904	1
895	1011	1
895	972	1
895	1004	1
895	443	9
895	289	3
895	750	4
895	182	1
895	648	1
895	952	3
897	123	2
897	657	5
897	716	15
897	750	29
898	740	1
904	657	6
904	824	630
904	750	46
907	613	6
907	1004	13
907	1004	1
907	765	1
908	517	1
908	750	1
913	499	1
921	1004	1
921	750	1
922	507	1
933	684	1
938	657	44
939	750	262
94	750	9
94	716	4
940	795	1
940	841	1
940	1004	1
940	873	1
952	1004	1
952	732	1
952	443	3
952	289	1
954	904	7
954	434	3
955	750	2
970	794	1
970	684	1
970	992	1
971	750	13
972	661	1
972	443	2
972	289	3
972	895	1
972	750	5
972	612	1
972	553	1
972	489	1
972	264	1
984	841	1
986	525	1
989	289	1
992	684	1
992	443	1
993	1004	1
993	443	1
994	1004	2
995	374	27
